id,fy,state_name,district_name,total_dbt_transfer,no_of_dbt_transactions,start_year,end_year,transfer_per_transaction
3083,2023-2024,Himachal Pradesh,Kangra,443119634,750949,2023,2024,590.0795313663111
3084,2023-2024,Himachal Pradesh,Kinnaur,60905954,47177,2023,2024,1291.0094749560167
3085,2023-2024,Himachal Pradesh,Kullu,349279644,313280,2023,2024,1114.9120403472932
3086,2023-2024,Himachal Pradesh,Lahul And Spiti,28914133,15678,2023,2024,1844.2488200025514
3087,2023-2024,Himachal Pradesh,Mandi,707889135,586031,2023,2024,1207.938035701183
3088,2023-2024,Himachal Pradesh,Shimla,439240974,559050,2023,2024,785.6917520794204
3089,2023-2024,Himachal Pradesh,Sirmaur,265653425,368844,2023,2024,720.232469553524
3090,2023-2024,Himachal Pradesh,Solan,243570505,1061685,2023,2024,229.41880595468524
3091,2023-2024,Himachal Pradesh,Una,232289251,300410,2023,2024,773.2407409873173
3092,2023-2024,Punjab,Amritsar,2198135851,1431759,2023,2024,1535.2694489784942
3093,2023-2024,Punjab,Bathinda,2996394003,893233,2023,2024,3354.549152348827
3094,2023-2024,Punjab,Faridkot,1483047621,445615,2023,2024,3328.0917855099133
3095,2023-2024,Punjab,Fatehgarh Sahib,1092287457,523008,2023,2024,2088.471795842511
3096,2023-2024,Punjab,Firozepur,2924038303,786798,2023,2024,3716.377396739697
3097,2023-2024,Punjab,Gurdaspur,2259098572,885332,2023,2024,2551.696507073053
3098,2023-2024,Punjab,Hoshiarpur,1572663540,836641,2023,2024,1879.735203032125
3099,2023-2024,Punjab,Jalandhar,2139467122,1425322,2023,2024,1501.0412538359753
3100,2023-2024,Punjab,Kapurthala,1376635484,557302,2023,2024,2470.1786176974065
3101,2023-2024,Punjab,Ludhiana,3209679833,3215737,2023,2024,998.1163985114455
3102,2023-2024,Punjab,Mansa,1994601110,519540,2023,2024,3839.1675520652884
3103,2023-2024,Punjab,Moga,2258147937,603236,2023,2024,3743.3905420100923
3104,2023-2024,Punjab,Sri Muktsar Sahib,2484912460,721995,2023,2024,3441.730843011378
3105,2023-2024,Punjab,Shahid Bhagat Singh Nagar,959604284,450987,2023,2024,2127.7870182510806
3106,2023-2024,Punjab,Patiala,2780765638,1293666,2023,2024,2149.523631292776
3107,2023-2024,Punjab,Rupnagar,644181820,437653,2023,2024,1471.9008438191902
3108,2023-2024,Punjab,Sangrur,4004816907,986980,2023,2024,4057.647477152526
3109,2023-2024,Punjab,Barnala,1428685872,382704,2023,2024,3733.1354571679417
3110,2023-2024,Punjab,S.A.S Nagar,663587483,1520035,2023,2024,436.5606601163789
3111,2023-2024,Punjab,Tarn Taran,2068029368,520252,2023,2024,3975.053181919531
3112,2023-2024,Punjab,Fazilka,1405547970,570014,2023,2024,2465.813067749213
3113,2023-2024,Punjab,Pathankot,256874908,344106,2023,2024,746.4993577560402
3114,2023-2024,Punjab,Malerkotla,28738211,108522,2023,2024,264.81460901936936
3115,2023-2024,Chandigarh,Chandigarh,96234750,989894,2023,2024,97.21722729908454
3116,2023-2024,Uttarakhand,Almora,188601632,244245,2023,2024,772.1821613543777
3117,2023-2024,Uttarakhand,Bageshwar,114182123,103410,2023,2024,1104.1690648873416
3118,2023-2024,Uttarakhand,Chamoli,207102748,193880,2023,2024,1068.2006808335052
3119,2023-2024,Uttarakhand,Champawat,97078823,104854,2023,2024,925.847588074847
3120,2023-2024,Uttarakhand,Dehradun,401153374,1761836,2023,2024,227.69053078720154
3121,2023-2024,Uttarakhand,Haridwar,1225531093,1582329,2023,2024,774.5109221912762
3122,2023-2024,Uttarakhand,Nainital,231779329,667383,2023,2024,347.2958241369648
3123,2023-2024,Uttarakhand,Pauri Garhwal,208999824,320026,2023,2024,653.0713879497291
3124,2023-2024,Uttarakhand,Pithoragarh,174985759,204561,2023,2024,855.4209208989006
3125,2023-2024,Uttarakhand,Rudra Prayag,136829477,126586,2023,2024,1080.921089219977
3126,2023-2024,Uttarakhand,Tehri Garhwal,302149850,269879,2023,2024,1119.5752540953538
3127,2023-2024,Uttarakhand,Udam Singh Nagar,2230881258,1411385,2023,2024,1580.6326820817849
3128,2023-2024,Uttarakhand,Uttar Kashi,296250862,192309,2023,2024,1540.4940070407522
3129,2023-2024,Haryana,Ambala,1253375552,672594,2023,2024,1863.4949940082724
3130,2023-2024,Haryana,Bhiwani,841974028,572315,2023,2024,1471.1723928256292
3131,2023-2024,Haryana,Faridabad,342439547,1675505,2023,2024,204.37990158191113
3132,2023-2024,Haryana,Fatehabad,2314219237,641873,2023,2024,3605.4160823091174
3133,2023-2024,Haryana,Gurugram,1098543049,6684738,2023,2024,164.33599177708984
3134,2023-2024,Haryana,Hisar,1788860092,1081096,2023,2024,1654.6727506160414
3135,2023-2024,Haryana,Jhajjar,546753607,849756,2023,2024,643.4242382519217
3136,2023-2024,Haryana,Jind,1871702904,552451,2023,2024,3387.9980378350297
3137,2023-2024,Haryana,Kaithal,2077008448,483869,2023,2024,4292.501582039767
3138,2023-2024,Haryana,Karnal,2707461502,901371,2023,2024,3003.714898748684
3139,2023-2024,Haryana,Kurukshetra,2016077263,575331,2023,2024,3504.2041242345713
3140,2023-2024,Haryana,Mahendragarh,827504077,276235,2023,2024,2995.6525313591687
3141,2023-2024,Haryana,Panchkula,273749930,671367,2023,2024,407.75005324956396
3142,2023-2024,Haryana,Panipat,909458942,970633,2023,2024,936.975089451935
3143,2023-2024,Haryana,Rewari,792829026,915400,2023,2024,866.1011863666157
3144,2023-2024,Haryana,Rohtak,840563203,745025,2023,2024,1128.2348954733063
3145,2023-2024,Haryana,Sirsa,2563878259,728257,2023,2024,3520.567957465565
3146,2023-2024,Haryana,Sonipat,1333177156,1132745,2023,2024,1176.9437569797262
3147,2023-2024,Haryana,Yamunanagar,1103401313,793243,2023,2024,1391.0003781943237
3148,2023-2024,Haryana,Nuh,291258582,169457,2023,2024,1718.775748419953
3149,2023-2024,Haryana,Palwal,524575837,200038,2023,2024,2622.3809326228015
3150,2023-2024,Haryana,Charki Dadri,244848862,174738,2023,2024,1401.2342020625165
3151,2023-2024,Delhi,Central,110344677,663340,2023,2024,166.34708746645762
3152,2023-2024,Delhi,East,111695343,664836,2023,2024,168.00435445733984
3153,2023-2024,Delhi,New Delhi,102686766,667843,2023,2024,153.75884152413067
3154,2023-2024,Delhi,North,173682174,198836,2023,2024,873.4946086221811
3155,2023-2024,Delhi,North East,23307402,78670,2023,2024,296.2679801703318
3156,2023-2024,Delhi,North West,138180272,465817,2023,2024,296.6406807823673
3157,2023-2024,Delhi,South,618324030,4146137,2023,2024,149.13256122506323
3158,2023-2024,Delhi,South West,236860976,943385,2023,2024,251.07562235990608
3159,2023-2024,Delhi,West,68779891,391380,2023,2024,175.736856763248
3160,2023-2024,Delhi,South East,4463408,22315,2023,2024,200.01828366569572
3161,2023-2024,Delhi,Shahdara,654231938,4263796,2023,2024,153.43884604235288
3162,2023-2024,Rajasthan,Ajmer,2048878980,1224210,2023,2024,1673.633592275835
3163,2023-2024,Rajasthan,Alwar,1566793386,1332830,2023,2024,1175.5388053990382
3164,2023-2024,Rajasthan,Banswara,3550812395,1789925,2023,2024,1983.7771945751917
3165,2023-2024,Rajasthan,Baran,1435517739,447190,2023,2024,3210.084615040587
3166,2023-2024,Rajasthan,Barmer,2583502337,1498629,2023,2024,1723.9105455719862
3167,2023-2024,Rajasthan,Bharatpur,664438940,844387,2023,2024,786.8891160096023
3168,2023-2024,Rajasthan,Bhilwara,2890483522,1537609,2023,2024,1879.8560115087776
3169,2023-2024,Rajasthan,Bikaner,2637109171,1377691,2023,2024,1914.1514105848119
3170,2023-2024,Rajasthan,Bundi,1095614666,332029,2023,2024,3299.7559430049787
3171,2023-2024,Rajasthan,Chittorgarh,2290697219,955500,2023,2024,2397.380658294087
3172,2023-2024,Rajasthan,Churu,1169805173,930169,2023,2024,1257.6264883048134
3173,2023-2024,Rajasthan,Dausa,597735246,362460,2023,2024,1649.106786955802
3174,2023-2024,Rajasthan,Dholpur,602306525,491324,2023,2024,1225.8845995717693
3175,2023-2024,Rajasthan,Dungarpur,2492942095,1364420,2023,2024,1827.1075585230353
3176,2023-2024,Rajasthan,Ganganagar,3033754445,1116461,2023,2024,2717.295494423898
3177,2023-2024,Rajasthan,Hanumangarh,2697632880,956207,2023,2024,2821.1808530997996
3178,2023-2024,Rajasthan,Jaipur,1843556724,2660078,2023,2024,693.0461151891035
3179,2023-2024,Rajasthan,Jaisalmer,1105549193,506822,2023,2024,2181.336234417606
3180,2023-2024,Rajasthan,Jalore,1294593717,950250,2023,2024,1362.3717095501183
3181,2023-2024,Rajasthan,Jhalawar,2997049037,1029168,2023,2024,2912.108651843042
3182,2023-2024,Rajasthan,Jhunjhunu,641966503,391537,2023,2024,1639.6062262314929
3183,2023-2024,Rajasthan,Jodhpur,2628972898,1337432,2023,2024,1965.6871511972197
3184,2023-2024,Rajasthan,Karauli,855137816,384449,2023,2024,2224.3205626754134
3185,2023-2024,Rajasthan,Kota,962546916,567002,2023,2024,1697.607620431674
3186,2023-2024,Rajasthan,Nagaur,2900017448,1254126,2023,2024,2312.3812503687827
3187,2023-2024,Rajasthan,Pali,1015959992,866376,2023,2024,1172.6548196164251
3188,2023-2024,Rajasthan,Rajsamand,827331748,741056,2023,2024,1116.4227102944988
3189,2023-2024,Rajasthan,Sawai Madhopur,574267851,258315,2023,2024,2223.130096974624
3190,2023-2024,Rajasthan,Sikar,1009378293,539781,2023,2024,1869.9774408510118
3191,2023-2024,Rajasthan,Sirohi,609978445,606072,2023,2024,1006.4455130743542
3192,2023-2024,Rajasthan,Tonk,933506207,427273,2023,2024,2184.8003665104043
3193,2023-2024,Rajasthan,Udaipur,2185219862,2130620,2023,2024,1025.626278735767
3194,2023-2024,Rajasthan,Pratapgarh,1041378783,395252,2023,2024,2634.7210969204457
3195,2023-2024,Uttar Pradesh,Agra,1444451442,2336462,2023,2024,618.2216710564949
3196,2023-2024,Uttar Pradesh,Aligarh,2151500964,1766468,2023,2024,1217.9676982543697
3197,2023-2024,Uttar Pradesh,Prayagraj,3092194592,2547782,2023,2024,1213.6809946847886
3198,2023-2024,Uttar Pradesh,Ambedkar Nagar,1659973663,889627,2023,2024,1865.9209567605299
3199,2023-2024,Uttar Pradesh,Auraiya,641307022,614176,2023,2024,1044.1746698014902
3200,2023-2024,Uttar Pradesh,Azamgarh,2924278768,1722739,2023,2024,1697.4589696988342
3201,2023-2024,Uttar Pradesh,Baghpat,890167139,206400,2023,2024,4312.825285852713
3202,2023-2024,Uttar Pradesh,Bahraich,3977269890,1659889,2023,2024,2396.1059384091345
3203,2023-2024,Uttar Pradesh,Ballia,1793365657,1151965,2023,2024,1556.7883199576377
3204,2023-2024,Uttar Pradesh,Balrampur,1397369096,832484,2023,2024,1678.553697128113
3205,2023-2024,Uttar Pradesh,Banda,1720953623,611816,2023,2024,2812.861420753952
3206,2023-2024,Uttar Pradesh,Barabanki,3108615621,1738248,2023,2024,1788.361396647659
3207,2023-2024,Uttar Pradesh,Bareilly,2845267385,2368851,2023,2024,1201.1170753247038
3208,2023-2024,Uttar Pradesh,Basti,2474211662,1410845,2023,2024,1753.7090622995438
3209,2023-2024,Uttar Pradesh,Bijnor,4141368515,1813423,2023,2024,2283.730003975906
3210,2023-2024,Uttar Pradesh,Budaun,3217607187,1235344,2023,2024,2604.6244503555286
3211,2023-2024,Uttar Pradesh,Bulandshahr,2779216234,1497192,2023,2024,1856.2857896649193
3212,2023-2024,Uttar Pradesh,Chandauli,1182727336,823122,2023,2024,1436.8797529406334
3213,2023-2024,Uttar Pradesh,Chitrakoot,589845930,306487,2023,2024,1924.538169645042
3214,2023-2024,Uttar Pradesh,Deoria,1061829592,1357552,2023,2024,782.1649498509081
3215,2023-2024,Uttar Pradesh,Etah,1761412880,887058,2023,2024,1985.6794933363997
3216,2023-2024,Uttar Pradesh,Etawah,654833600,638599,2023,2024,1025.4222133138323
3217,2023-2024,Uttar Pradesh,Ayodhya,1425373695,1122846,2023,2024,1269.4293741082927
3218,2023-2024,Uttar Pradesh,Farrukhabad,1441372879,711243,2023,2024,2026.5547485177358
3219,2023-2024,Uttar Pradesh,Fatehpur,2139423361,896267,2023,2024,2387.0379708278892
3220,2023-2024,Uttar Pradesh,Firozabad,1036712877,1066019,2023,2024,972.508817385056
3221,2023-2024,Uttar Pradesh,Gautam Buddha Nagar,754733977,3575432,2023,2024,211.0888913563452
3222,2023-2024,Uttar Pradesh,Ghaziabad,600657001,1223958,2023,2024,490.7496834041691
3223,2023-2024,Uttar Pradesh,Ghazipur,2566792330,1286907,2023,2024,1994.5437626805976
3224,2023-2024,Uttar Pradesh,Gonda,2474728534,1379176,2023,2024,1794.3529571280242
3225,2023-2024,Uttar Pradesh,Gorakhpur,1651313440,2278575,2023,2024,724.7132264682971
3226,2023-2024,Uttar Pradesh,Hamirpur,898921335,495657,2023,2024,1813.5955610432213
3227,2023-2024,Uttar Pradesh,Hardoi,3710261284,1552812,2023,2024,2389.382155727802
3228,2023-2024,Uttar Pradesh,Jalaun,1315416162,875577,2023,2024,1502.3420692868817
3229,2023-2024,Uttar Pradesh,Jaunpur,2917239345,1702890,2023,2024,1713.11085566302
3230,2023-2024,Uttar Pradesh,Jhansi,1164922630,1040173,2023,2024,1119.9316171444557
3231,2023-2024,Uttar Pradesh,Amroha,2244436726,1103424,2023,2024,2034.0655323792123
3232,2023-2024,Uttar Pradesh,Kannauj,1214399630,638036,2023,2024,1903.3402974126852
3233,2023-2024,Uttar Pradesh,Kanpur Dehat,778643608,731769,2023,2024,1064.0565642982963
3234,2023-2024,Uttar Pradesh,Kanpur Nagar,867186202,2296333,2023,2024,377.6395679546477
3235,2023-2024,Uttar Pradesh,Kaushambi,798888976,519929,2023,2024,1536.5347499370107
3236,2023-2024,Uttar Pradesh,Kheri,5928408603,1869218,2023,2024,3171.598284951247
3237,2023-2024,Uttar Pradesh,Kushi Nagar,2576907691,1782392,2023,2024,1445.7581110103727
3238,2023-2024,Uttar Pradesh,Lalitpur,1126724394,556583,2023,2024,2024.3600577092725
3239,2023-2024,Uttar Pradesh,Lucknow,764535826,3166248,2023,2024,241.46429022616041
3240,2023-2024,Uttar Pradesh,Hathras,692896331,754250,2023,2024,918.6560570102752
3241,2023-2024,Uttar Pradesh,Maharajganj,3130439627,1324300,2023,2024,2363.8447685569736
3242,2023-2024,Uttar Pradesh,Mahoba,326405286,267630,2023,2024,1219.6139670440534
3243,2023-2024,Uttar Pradesh,Mainpuri,1512116338,823359,2023,2024,1836.52129629967
3244,2023-2024,Uttar Pradesh,Mathura,869194434,1152701,2023,2024,754.0502125009001
3245,2023-2024,Uttar Pradesh,Mau,952882720,809720,2023,2024,1176.8052166180903
3246,2023-2024,Uttar Pradesh,Meerut,2316191466,884227,2023,2024,2619.453450301789
3247,2023-2024,Uttar Pradesh,Mirzapur,1045634683,836229,2023,2024,1250.4166717490066
3248,2023-2024,Uttar Pradesh,Moradabad,2263616817,1827911,2023,2024,1238.3627085782623
3249,2023-2024,Uttar Pradesh,Muzaffarnagar,2431565673,1233697,2023,2024,1970.9585684329297
3250,2023-2024,Uttar Pradesh,Pilibhit,2440354881,892481,2023,2024,2734.349393432465
3251,2023-2024,Uttar Pradesh,Pratapgarh,1982213197,975235,2023,2024,2032.5492799171482
3252,2023-2024,Uttar Pradesh,Rae Bareli,1280069998,1043944,2023,2024,1226.186460193267
3253,2023-2024,Uttar Pradesh,Rampur,1773019401,1104337,2023,2024,1605.505747792567
3254,2023-2024,Uttar Pradesh,Saharanpur,2332310141,1561761,2023,2024,1493.3848015157248
3255,2023-2024,Uttar Pradesh,Sant Kabeer Nagar,1585434142,795412,2023,2024,1993.223816085249
3256,2023-2024,Uttar Pradesh,Bhadohi,569020602,568549,2023,2024,1000.8294834745993
3257,2023-2024,Uttar Pradesh,Shahjahanpur,3410235910,1213833,2023,2024,2809.47701207662
3258,2023-2024,Uttar Pradesh,Shravasti,720304876,429993,2023,2024,1675.1548885679533
3259,2023-2024,Uttar Pradesh,Siddharth Nagar,1968164449,1412113,2023,2024,1393.7726293858918
3260,2023-2024,Uttar Pradesh,Sitapur,4769774139,1873648,2023,2024,2545.715171152746
3261,2023-2024,Uttar Pradesh,Sonbhadra,1414266647,763756,2023,2024,1851.72574356208
3262,2023-2024,Uttar Pradesh,Sultanpur,2624736746,960043,2023,2024,2733.978317637856
3263,2023-2024,Uttar Pradesh,Unnao,1212142515,1221030,2023,2024,992.7213213434559
3264,2023-2024,Uttar Pradesh,Varanasi,894116000,1935670,2023,2024,461.9155124582186
3265,2023-2024,Uttar Pradesh,Kasganj,914736040,566673,2023,2024,1614.2220292832021
3266,2023-2024,Uttar Pradesh,Amethi,873701652,451481,2023,2024,1935.1903003670143
3267,2023-2024,Uttar Pradesh,Sambhal,1719019981,802351,2023,2024,2142.4787667741425
3268,2023-2024,Uttar Pradesh,Shamli,938552691,431335,2023,2024,2175.9251880788715
3269,2023-2024,Uttar Pradesh,Hapur,828230737,215787,2023,2024,3838.186438478685
3270,2023-2024,Bihar,Araria,1544769056,945716,2023,2024,1633.438639084038
3271,2023-2024,Bihar,Aurangabad,1626115950,987594,2023,2024,1646.5429619864033
3272,2023-2024,Bihar,Banka,789539569,632710,2023,2024,1247.8695911238956
3273,2023-2024,Bihar,Begusarai,1049279208,1269368,2023,2024,826.6154558804067
3274,2023-2024,Bihar,Bhagalpur,1175213800,1141895,2023,2024,1029.1785146620311
3275,2023-2024,Bihar,Bhojpur,1199004327,1001851,2023,2024,1196.7890704306328
3276,2023-2024,Bihar,Buxar,968411967,603223,2023,2024,1605.3962912554728
3277,2023-2024,Bihar,Darbhanga,1404533108,1577985,2023,2024,890.0801389113332
3278,2023-2024,Bihar,Gaya,2519280091,1679075,2023,2024,1500.3975945088814
3279,2023-2024,Bihar,Gopalganj,957464946,1128129,2023,2024,848.7193804963794
3280,2023-2024,Bihar,Jamui,1168807944,775366,2023,2024,1507.4273878400652
3281,2023-2024,Bihar,Jehanabad,592913900,458692,2023,2024,1292.6187943107793
3282,2023-2024,Bihar,Kaimur (Bhabua),1424028427,608309,2023,2024,2340.962285614712
3283,2023-2024,Bihar,Katihar,1673855876,1028022,2023,2024,1628.2296254360315
3284,2023-2024,Bihar,Khagaria,610567603,512324,2023,2024,1191.7606885486528
3285,2023-2024,Bihar,Kishanganj,910480634,552370,2023,2024,1648.3165885185654
3286,2023-2024,Bihar,Lakhisarai,498381270,334887,2023,2024,1488.2072758870902
3287,2023-2024,Bihar,Madhepura,1256211407,714503,2023,2024,1758.1611371820693
3288,2023-2024,Bihar,Madhubani,1461165432,1594129,2023,2024,916.5917137195296
3289,2023-2024,Bihar,Munger,546574483,492327,2023,2024,1110.185878491328
3290,2023-2024,Bihar,Muzaffarpur,1975078554,2137150,2023,2024,924.164683807875
3291,2023-2024,Bihar,Nalanda,1825188464,1178603,2023,2024,1548.6032735365513
3292,2023-2024,Bihar,Nawada,1445494682,824642,2023,2024,1752.8754077526976
3293,2023-2024,Bihar,Pashchim Champaran,2721645034,1485422,2023,2024,1832.236922571498
3294,2023-2024,Bihar,Patna,1985751510,4259269,2023,2024,466.2188535168828
3295,2023-2024,Bihar,Purbi Champaran,3161951636,2328794,2023,2024,1357.7635617405404
3296,2023-2024,Bihar,Purnia,1301599428,1017196,2023,2024,1279.5955037180643
3297,2023-2024,Bihar,Rohtas,1952291884,1169025,2023,2024,1670.0172228994247
3298,2023-2024,Bihar,Saharsa,1838990641,1078015,2023,2024,1705.9045013288312
3299,2023-2024,Bihar,Samastipur,1768599395,1639634,2023,2024,1078.6549894671616
3300,2023-2024,Bihar,Saran,1798931189,1602501,2023,2024,1122.5772645383684
3301,2023-2024,Bihar,Sheikhpura,382964446,258150,2023,2024,1483.495820259539
3302,2023-2024,Bihar,Sheohar,440192360,283617,2023,2024,1552.066201955454
3303,2023-2024,Bihar,Sitamarhi,1812611045,1381121,2023,2024,1312.420160869323
3304,2023-2024,Bihar,Siwan,1293556761,1303276,2023,2024,992.5424553202852
3305,2023-2024,Bihar,Supaul,1379305967,854780,2023,2024,1613.6385584594866
3306,2023-2024,Bihar,Vaishali,1642037851,1362936,2023,2024,1204.7798656723426
3307,2023-2024,Bihar,Arwal,532642766,269068,2023,2024,1979.5842166292537
3308,2023-2024,Sikkim,East District,126441008,239458,2023,2024,528.0300010857854
3309,2023-2024,Sikkim,North District,26857767,23409,2023,2024,1147.326541073946
3310,2023-2024,Sikkim,South District,80567261,110282,2023,2024,730.5567635697575
3311,2023-2024,Sikkim,West District,133850866,75242,2023,2024,1778.938172829005
3312,2023-2024,Sikkim,Pakyong,2582231,9386,2023,2024,275.11517153206904
3313,2023-2024,Sikkim,Soreng,10616612,6546,2023,2024,1621.8472349526428
3314,2023-2024,Arunachal Pradesh,Changlang,28651918,26874,2023,2024,1066.1575500483739
3315,2023-2024,Arunachal Pradesh,Dibang Valley,4246134,3248,2023,2024,1307.3072660098521
3316,2023-2024,Arunachal Pradesh,East Kameng,76689873,41434,2023,2024,1850.8923347975092
3317,2023-2024,Arunachal Pradesh,East Siang,41794974,38704,2023,2024,1079.8618747416288
3318,2023-2024,Arunachal Pradesh,Kurung Kumey,170189293,59036,2023,2024,2882.8052882986653
3319,2023-2024,Arunachal Pradesh,Lohit,68532695,33325,2023,2024,2056.494973743436
3320,2023-2024,Arunachal Pradesh,Lower Dibang Valley,51750622,26805,2023,2024,1930.6331654542064
3321,2023-2024,Arunachal Pradesh,Lower Subansiri,39741209,34567,2023,2024,1149.6863771805479
3322,2023-2024,Arunachal Pradesh,Papum Pare,137752619,137553,2023,2024,1001.4512151679717
3323,2023-2024,Arunachal Pradesh,Tawang,62156665,34795,2023,2024,1786.3677252478803
3324,2023-2024,Arunachal Pradesh,Tirap,74869732,35225,2023,2024,2125.4714549325763
3325,2023-2024,Arunachal Pradesh,Upper Siang,33335511,11559,2023,2024,2883.944199325201
3326,2023-2024,Arunachal Pradesh,Upper Subansiri,138846778,54519,2023,2024,2546.7594416625398
3327,2023-2024,Arunachal Pradesh,West Kameng,19466447,35775,2023,2024,544.1354856743536
3328,2023-2024,Arunachal Pradesh,West Siang,52569740,31496,2023,2024,1669.0925831851664
3329,2023-2024,Arunachal Pradesh,Anjaw,48675172,23484,2023,2024,2072.695111565321
3330,2023-2024,Arunachal Pradesh,Longding,3701422,3973,2023,2024,931.6440976591996
3331,2023-2024,Arunachal Pradesh,Kra Daadi,5844680,3654,2023,2024,1599.5292829775588
3332,2023-2024,Arunachal Pradesh,Namsai,10921005,10931,2023,2024,999.0856280303724
3333,2023-2024,Arunachal Pradesh,Siang,13839642,5583,2023,2024,2478.889844169801
3334,2023-2024,Arunachal Pradesh,Kamle,20814856,5160,2023,2024,4033.8868217054264
3335,2023-2024,Arunachal Pradesh,Lower Siang,5209378,4828,2023,2024,1078.9929577464789
3336,2023-2024,Arunachal Pradesh,Pakke Kessang,5741379,1098,2023,2024,5228.94262295082
3337,2023-2024,Arunachal Pradesh,Leparada,3634187,4978,2023,2024,730.0496183206106
3338,2023-2024,Arunachal Pradesh,Shi Yomi,316567,2061,2023,2024,153.59873847646773
3339,2023-2024,Nagaland,Dimapur,346139822,420320,2023,2024,823.5149933384089
3340,2023-2024,Nagaland,Kohima,256299841,198971,2023,2024,1288.126616441592
3341,2023-2024,Nagaland,Mokokchung,114995978,85636,2023,2024,1342.8462095380448
3342,2023-2024,Nagaland,Mon,296582947,81756,2023,2024,3627.6597069328245
3343,2023-2024,Nagaland,Phek,195350558,123229,2023,2024,1585.2644913129216
3344,2023-2024,Nagaland,Tuensang,263730020,101726,2023,2024,2592.552739712561
3345,2023-2024,Nagaland,Wokha,231649859,139328,2023,2024,1662.6224377009646
3346,2023-2024,Nagaland,Zunheboto,158744463,72278,2023,2024,2196.304034422646
3347,2023-2024,Nagaland,Peren,312248201,171908,2023,2024,1816.368063150057
3348,2023-2024,Nagaland,Kiphire,119988156,45376,2023,2024,2644.3087976022566
3349,2023-2024,Nagaland,Longleng,115894329,64527,2023,2024,1796.0594634804036
3350,2023-2024,Nagaland,Noklak,195102,1287,2023,2024,151.5944055944056
3351,2023-2024,Nagaland,Tseminyu,0,0,2023,2024,
3352,2023-2024,Nagaland,Chumoukedima,0,0,2023,2024,
3353,2023-2024,Nagaland,Niuland,0,0,2023,2024,
3354,2023-2024,Nagaland,Shamator,0,0,2023,2024,
3355,2023-2024,Manipur,Bishnupur,62953121,81036,2023,2024,776.8537563552002
3356,2023-2024,Manipur,Chandel,57539419,32183,2023,2024,1787.8823913246124
3357,2023-2024,Manipur,Churachandpur,91437168,92033,2023,2024,993.5258874534135
3358,2023-2024,Manipur,Imphal East,332148804,274590,2023,2024,1209.617262099858
3359,2023-2024,Manipur,Imphal West,143036715,208031,2023,2024,687.5740394460441
3360,2023-2024,Manipur,Senapati,227273804,159153,2023,2024,1428.0208604299007
3361,2023-2024,Manipur,Tamenglong,148683237,63709,2023,2024,2333.7870159632075
3362,2023-2024,Manipur,Thoubal,215228908,144617,2023,2024,1488.2683778532262
3363,2023-2024,Manipur,Ukhrul,108834987,129675,2023,2024,839.2904337767495
3364,2023-2024,Manipur,Kakching,32745573,18336,2023,2024,1785.8624018324608
3365,2023-2024,Manipur,Kangpokpi,32735278,10994,2023,2024,2977.558486447153
3366,2023-2024,Manipur,Jiribam,14859202,5774,2023,2024,2573.4676134395568
3367,2023-2024,Manipur,Noney,8550384,2804,2023,2024,3049.352353780314
3368,2023-2024,Manipur,Pherzawl,200839,225,2023,2024,892.6177777777777
3369,2023-2024,Manipur,Tengnoupal,11672599,6002,2023,2024,1944.784905031656
3370,2023-2024,Manipur,Kamjong,21907216,3043,2023,2024,7199.2165626026945
3371,2023-2024,Mizoram,Aizawl,317031195,368268,2023,2024,860.8708739287692
3372,2023-2024,Mizoram,Champhai,311425171,156981,2023,2024,1983.8398978220293
3373,2023-2024,Mizoram,Kolasib,253931166,109053,2023,2024,2328.511512750681
3374,2023-2024,Mizoram,Lawngtlai,450331133,181028,2023,2024,2487.6324822679367
3375,2023-2024,Mizoram,Lunglei,539903130,239208,2023,2024,2257.0446222534365
3376,2023-2024,Mizoram,Mamit,248237774,107951,2023,2024,2299.541217774731
3377,2023-2024,Mizoram,Saiha,216206717,98906,2023,2024,2185.9818110124766
3378,2023-2024,Mizoram,Serchhip,164517020,85689,2023,2024,1919.9316131592152
3379,2023-2024,Mizoram,Hnahthial,3363959,2482,2023,2024,1355.3420628525382
3380,2023-2024,Mizoram,Saitual,18120963,12792,2023,2024,1416.5856003752344
3381,2023-2024,Mizoram,Khawzawl,8075259,11581,2023,2024,697.2851221828857
3382,2023-2024,Tripura,Dhalai,1593856472,367615,2023,2024,4335.667674061178
3383,2023-2024,Tripura,North Tripura,1548589600,547819,2023,2024,2826.82710895387
3384,2023-2024,Tripura,South Tripura,1513063400,634953,2023,2024,2382.9533839512533
3385,2023-2024,Tripura,West Tripura,1999059141,1063645,2023,2024,1879.4420516243672
3386,2023-2024,Tripura,Khowai,697447645,112371,2023,2024,6206.651582703723
3387,2023-2024,Tripura,Sepahijala,891623881,175307,2023,2024,5086.071183694889
3388,2023-2024,Tripura,Gomati,1183286142,183691,2023,2024,6441.720835533586
3389,2023-2024,Tripura,Unakoti,818605091,139034,2023,2024,5887.8050764561185
3390,2023-2024,Meghalaya,East Garo Hills,332377070,112262,2023,2024,2960.726425682778
3391,2023-2024,Meghalaya,East Khasi Hills,341218051,375029,2023,2024,909.8444413632012
3392,2023-2024,Meghalaya,West Jaintia Hills,216362785,131355,2023,2024,1647.1606333980435
3393,2023-2024,Meghalaya,Ri Bhoi,296718700,135580,2023,2024,2188.513792594778
3394,2023-2024,Meghalaya,South Garo Hills,215890063,60817,2023,2024,3549.8308532153837
